valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,incValueMean3m,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
min_value_5y,2025-M02,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,10.74,1947,10.71,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M03,month,CHFL,CHFL,all,agegroup_sti,all,999,NA,10.99,3142,11.82,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M04,month,CHFL,CHFL,all,agegroup_sti,all,899,NA,9.89,4072,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M05,month,CHFL,CHFL,all,agegroup_sti,all,962,NA,10.96,5065,10.8,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M06,month,CHFL,CHFL,all,agegroup_sti,all,953,NA,10.48,6033,10.87,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M07,month,CHFL,CHFL,all,agegroup_sti,all,880,NA,10.02,6913,10.67,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M08,month,CHFL,CHFL,all,agegroup_sti,all,958,NA,10.91,7871,10.65,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M09,month,CHFL,CHFL,all,agegroup_sti,all,1114,NA,12.37,9077,11.56,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M10,month,CHFL,CHFL,all,agegroup_sti,all,1062,NA,11.8,10147,12.03,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M11,month,CHFL,CHFL,all,agegroup_sti,all,1052,NA,11.58,11360,11.95,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2025-M12,month,CHFL,CHFL,all,agegroup_sti,all,870,NA,9.57,12335,11.34,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2026-M01,month,CHFL,CHFL,all,agegroup_sti,all,1086,NA,12.26,1086,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2026-M02,month,CHFL,CHFL,all,agegroup_sti,all,951,NA,10.74,2037,11.34,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2026-M03,month,CHFL,CHFL,all,agegroup_sti,all,999,NA,10.99,3151,11.82,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2026-M04,month,CHFL,CHFL,all,agegroup_sti,all,899,NA,9.89,4072,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_5y,2026-M05,month,CHFL,CHFL,all,agegroup_sti,all,1007,NA,11.08,5169,10.8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M01,month,CHFL,CHFL,all,agegroup_sti,all,856,NA,10.34,856,9.96,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M02,month,CHFL,CHFL,all,agegroup_sti,all,800,NA,9.61,1651,10,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M03,month,CHFL,CHFL,all,agegroup_sti,all,900,NA,10.76,2541,10.13,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M04,month,CHFL,CHFL,all,agegroup_sti,all,781,NA,9.23,3371,10.08,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M05,month,CHFL,CHFL,all,agegroup_sti,all,886,NA,10.48,4148,9.99,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M06,month,CHFL,CHFL,all,agegroup_sti,all,863,NA,10.32,5011,9.84,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M07,month,CHFL,CHFL,all,agegroup_sti,all,805,NA,9.46,5794,10.28,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M08,month,CHFL,CHFL,all,agegroup_sti,all,871,NA,10.42,6665,10.03,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M09,month,CHFL,CHFL,all,agegroup_sti,all,923,NA,11.04,7588,10.27,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M10,month,CHFL,CHFL,all,agegroup_sti,all,856,NA,10.34,8518,10.86,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M11,month,CHFL,CHFL,all,agegroup_sti,all,877,NA,10.49,9395,10.88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2017-M12,month,CHFL,CHFL,all,agegroup_sti,all,799,NA,9.39,10194,10.39,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M01,month,CHFL,CHFL,all,agegroup_sti,all,935,NA,10.89,935,10.48,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M02,month,CHFL,CHFL,all,agegroup_sti,all,845,NA,9.92,1803,10.3,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M03,month,CHFL,CHFL,all,agegroup_sti,all,911,NA,10.76,2758,10.71,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M04,month,CHFL,CHFL,all,agegroup_sti,all,830,NA,9.92,3643,10.52,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M05,month,CHFL,CHFL,all,agegroup_sti,all,893,NA,10.79,4587,10.64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M06,month,CHFL,CHFL,all,agegroup_sti,all,918,NA,10.85,5534,10.69,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M07,month,CHFL,CHFL,all,agegroup_sti,all,806,NA,9.52,6364,10.28,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M08,month,CHFL,CHFL,all,agegroup_sti,all,936,NA,11.07,7300,10.48,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M09,month,CHFL,CHFL,all,agegroup_sti,all,986,NA,11.57,8303,10.8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M10,month,CHFL,CHFL,all,agegroup_sti,all,930,NA,10.93,9154,11,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M11,month,CHFL,CHFL,all,agegroup_sti,all,975,NA,11.53,10129,11.15,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2018-M12,month,CHFL,CHFL,all,agegroup_sti,all,800,NA,9.39,10996,10.61,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M01,month,CHFL,CHFL,all,agegroup_sti,all,958,NA,11.24,958,10.68,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M02,month,CHFL,CHFL,all,agegroup_sti,all,873,NA,10.32,1836,10.42,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M03,month,CHFL,CHFL,all,agegroup_sti,all,936,NA,11.07,2772,10.93,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M04,month,CHFL,CHFL,all,agegroup_sti,all,885,NA,10.31,3650,10.53,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M05,month,CHFL,CHFL,all,agegroup_sti,all,944,NA,11,4641,11.06,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M06,month,CHFL,CHFL,all,agegroup_sti,all,918,NA,10.85,5559,10.78,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M07,month,CHFL,CHFL,all,agegroup_sti,all,806,NA,9.52,6383,10.64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M08,month,CHFL,CHFL,all,agegroup_sti,all,955,NA,11.13,7338,10.65,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M09,month,CHFL,CHFL,all,agegroup_sti,all,1003,NA,11.85,8355,10.82,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M10,month,CHFL,CHFL,all,agegroup_sti,all,938,NA,11.12,9293,11.3,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M11,month,CHFL,CHFL,all,agegroup_sti,all,1003,NA,11.77,10331,11.55,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2019-M12,month,CHFL,CHFL,all,agegroup_sti,all,801,NA,9.55,11131,10.8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M01,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.39,963,11.01,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M02,month,CHFL,CHFL,all,agegroup_sti,all,912,NA,10.63,1847,10.47,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M03,month,CHFL,CHFL,all,agegroup_sti,all,936,NA,11.07,2869,11.22,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M04,month,CHFL,CHFL,all,agegroup_sti,all,885,NA,10.31,3658,10.53,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M05,month,CHFL,CHFL,all,agegroup_sti,all,944,NA,11,4641,11.06,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M06,month,CHFL,CHFL,all,agegroup_sti,all,947,NA,11.03,5559,10.78,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M07,month,CHFL,CHFL,all,agegroup_sti,all,849,NA,9.89,6409,10.64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M08,month,CHFL,CHFL,all,agegroup_sti,all,955,NA,11.13,7355,10.68,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M09,month,CHFL,CHFL,all,agegroup_sti,all,1017,NA,11.86,8365,10.96,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M10,month,CHFL,CHFL,all,agegroup_sti,all,938,NA,10.93,9328,11.42,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M11,month,CHFL,CHFL,all,agegroup_sti,all,1003,NA,11.77,10335,11.62,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2020-M12,month,CHFL,CHFL,all,agegroup_sti,all,867,NA,9.95,11136,10.8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M01,month,CHFL,CHFL,all,agegroup_sti,all,999,NA,11.38,999,11.01,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M02,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,10.8,1947,10.71,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M03,month,CHFL,CHFL,all,agegroup_sti,all,960,NA,11.1,3057,11.79,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M04,month,CHFL,CHFL,all,agegroup_sti,all,885,NA,10.31,3658,10.53,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M05,month,CHFL,CHFL,all,agegroup_sti,all,962,NA,11,4655,11.15,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M06,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,11.03,5603,10.78,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M07,month,CHFL,CHFL,all,agegroup_sti,all,880,NA,10.02,6417,10.67,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M08,month,CHFL,CHFL,all,agegroup_sti,all,958,NA,11.13,7379,10.68,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M09,month,CHFL,CHFL,all,agegroup_sti,all,1106,NA,12.79,8517,11.51,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M10,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.3,9430,11.53,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M11,month,CHFL,CHFL,all,agegroup_sti,all,1042,NA,12.14,10391,11.64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2021-M12,month,CHFL,CHFL,all,agegroup_sti,all,867,NA,9.95,11258,10.82,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M01,month,CHFL,CHFL,all,agegroup_sti,all,1086,NA,12.26,1086,11.39,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M02,month,CHFL,CHFL,all,agegroup_sti,all,951,NA,10.8,2037,11.2,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M03,month,CHFL,CHFL,all,agegroup_sti,all,960,NA,11.1,3104,11.86,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M04,month,CHFL,CHFL,all,agegroup_sti,all,902,NA,10.4,3959,11.03,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M05,month,CHFL,CHFL,all,agegroup_sti,all,962,NA,11,5055,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M06,month,CHFL,CHFL,all,agegroup_sti,all,968,NA,11.03,5965,10.98,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M07,month,CHFL,CHFL,all,agegroup_sti,all,907,NA,10.41,6913,10.67,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M08,month,CHFL,CHFL,all,agegroup_sti,all,958,NA,11.13,7871,10.92,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M09,month,CHFL,CHFL,all,agegroup_sti,all,1162,NA,13.34,9077,11.56,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M10,month,CHFL,CHFL,all,agegroup_sti,all,1070,NA,12.19,10147,12.28,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M11,month,CHFL,CHFL,all,agegroup_sti,all,1141,NA,13.2,11360,13.08,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2022-M12,month,CHFL,CHFL,all,agegroup_sti,all,936,NA,10.81,12335,12.27,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M01,month,CHFL,CHFL,all,agegroup_sti,all,1097,NA,12.69,1097,12.4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M02,month,CHFL,CHFL,all,agegroup_sti,all,1000,NA,11.57,2097,11.37,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M03,month,CHFL,CHFL,all,agegroup_sti,all,1053,NA,11.7,3142,11.88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M04,month,CHFL,CHFL,all,agegroup_sti,all,911,NA,10.4,4072,11.23,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M05,month,CHFL,CHFL,all,agegroup_sti,all,1096,NA,12.68,5065,11.59,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M06,month,CHFL,CHFL,all,agegroup_sti,all,1008,NA,11.57,6033,11.21,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M07,month,CHFL,CHFL,all,agegroup_sti,all,1005,NA,11.16,7004,11.74,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M08,month,CHFL,CHFL,all,agegroup_sti,all,1072,NA,11.91,8080,11.67,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M09,month,CHFL,CHFL,all,agegroup_sti,all,1162,NA,13.34,9186,11.81,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M10,month,CHFL,CHFL,all,agegroup_sti,all,1070,NA,12.19,10332,12.28,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M11,month,CHFL,CHFL,all,agegroup_sti,all,1141,NA,13.2,11473,13.08,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2023-M12,month,CHFL,CHFL,all,agegroup_sti,all,957,NA,10.83,12409,12.27,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M01,month,CHFL,CHFL,all,agegroup_sti,all,1186,NA,13.04,1186,12.4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M02,month,CHFL,CHFL,all,agegroup_sti,all,1011,NA,11.61,2203,12,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M03,month,CHFL,CHFL,all,agegroup_sti,all,1069,NA,11.76,3151,11.93,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M04,month,CHFL,CHFL,all,agegroup_sti,all,921,NA,10.4,4103,11.24,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M05,month,CHFL,CHFL,all,agegroup_sti,all,1072,NA,11.79,5327,11.77,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M06,month,CHFL,CHFL,all,agegroup_sti,all,1008,NA,11.57,6427,11.34,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M07,month,CHFL,CHFL,all,agegroup_sti,all,1005,NA,11.16,7459,11.17,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M08,month,CHFL,CHFL,all,agegroup_sti,all,1053,NA,11.58,8522,11.1,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M09,month,CHFL,CHFL,all,agegroup_sti,all,1162,NA,13.34,9667,11.8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M10,month,CHFL,CHFL,all,agegroup_sti,all,1070,NA,12.19,10757,12.18,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M11,month,CHFL,CHFL,all,agegroup_sti,all,1164,NA,12.8,11809,12.59,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2024-M12,month,CHFL,CHFL,all,agegroup_sti,all,957,NA,10.81,12790,11.58,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M01,month,CHFL,CHFL,all,agegroup_sti,all,1149,NA,12.64,1149,11.88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M02,month,CHFL,CHFL,all,agegroup_sti,all,1069,NA,11.82,2224,11.37,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M03,month,CHFL,CHFL,all,agegroup_sti,all,1069,NA,11.76,3223,11.93,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M04,month,CHFL,CHFL,all,agegroup_sti,all,921,NA,10.4,4122,11.24,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M05,month,CHFL,CHFL,all,agegroup_sti,all,1072,NA,11.79,5327,11.77,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M06,month,CHFL,CHFL,all,agegroup_sti,all,1019,NA,11.21,6427,11.34,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M07,month,CHFL,CHFL,all,agegroup_sti,all,1022,NA,11.24,7459,11.61,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M08,month,CHFL,CHFL,all,agegroup_sti,all,1072,NA,11.91,8522,11.79,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M09,month,CHFL,CHFL,all,agegroup_sti,all,1206,NA,13.48,9667,11.81,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M10,month,CHFL,CHFL,all,agegroup_sti,all,1093,NA,12.26,10757,12.28,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M11,month,CHFL,CHFL,all,agegroup_sti,all,1164,NA,12.8,11809,12.59,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2025-M12,month,CHFL,CHFL,all,agegroup_sti,all,957,NA,10.81,12790,11.58,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2026-M01,month,CHFL,CHFL,all,agegroup_sti,all,1149,NA,12.64,1149,11.88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2026-M02,month,CHFL,CHFL,all,agegroup_sti,all,1069,NA,11.82,2224,11.43,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2026-M03,month,CHFL,CHFL,all,agegroup_sti,all,1069,NA,11.76,3320,12.29,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2026-M04,month,CHFL,CHFL,all,agegroup_sti,all,921,NA,10.4,4231,11.24,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_5y,2026-M05,month,CHFL,CHFL,all,agegroup_sti,all,1072,NA,11.79,5398,11.77,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M01,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.39,963,11.01,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M02,month,CHFL,CHFL,all,agegroup_sti,all,873,NA,10.32,1836,10.47,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M03,month,CHFL,CHFL,all,agegroup_sti,all,1066,NA,12.51,2869,11.22,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M04,month,CHFL,CHFL,all,agegroup_sti,all,983,NA,11.62,3755,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M05,month,CHFL,CHFL,all,agegroup_sti,all,1005,NA,11.79,4655,11.15,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M06,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,11.12,5603,10.98,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M07,month,CHFL,CHFL,all,agegroup_sti,all,890,NA,10.76,6409,10.79,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M08,month,CHFL,CHFL,all,agegroup_sti,all,970,NA,11.38,7379,10.65,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M09,month,CHFL,CHFL,all,agegroup_sti,all,1003,NA,11.86,8365,10.82,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M10,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.3,9328,11.42,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M11,month,CHFL,CHFL,all,agegroup_sti,all,1003,NA,11.77,10331,11.55,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2017-M12,month,CHFL,CHFL,all,agegroup_sti,all,867,NA,10.25,11131,10.82,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M01,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.39,963,11.01,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M02,month,CHFL,CHFL,all,agegroup_sti,all,912,NA,10.63,1847,10.47,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M03,month,CHFL,CHFL,all,agegroup_sti,all,1066,NA,12.51,2869,11.22,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M04,month,CHFL,CHFL,all,agegroup_sti,all,983,NA,11.62,3755,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M05,month,CHFL,CHFL,all,agegroup_sti,all,1005,NA,11.79,4655,11.15,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M06,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,11.12,5603,10.98,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M07,month,CHFL,CHFL,all,agegroup_sti,all,890,NA,10.76,6409,10.79,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M08,month,CHFL,CHFL,all,agegroup_sti,all,970,NA,11.38,7379,10.68,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M09,month,CHFL,CHFL,all,agegroup_sti,all,1017,NA,11.86,8365,10.96,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M10,month,CHFL,CHFL,all,agegroup_sti,all,963,NA,11.3,9328,11.42,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M11,month,CHFL,CHFL,all,agegroup_sti,all,1042,NA,12.14,10335,11.64,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2018-M12,month,CHFL,CHFL,all,agegroup_sti,all,867,NA,10.25,11136,10.82,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M01,month,CHFL,CHFL,all,agegroup_sti,all,1097,NA,12.69,1097,11.39,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M02,month,CHFL,CHFL,all,agegroup_sti,all,1000,NA,11.57,2097,11.2,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M03,month,CHFL,CHFL,all,agegroup_sti,all,1066,NA,12.51,3057,11.79,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M04,month,CHFL,CHFL,all,agegroup_sti,all,983,NA,11.62,3959,11.03,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M05,month,CHFL,CHFL,all,agegroup_sti,all,1096,NA,12.68,5055,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M06,month,CHFL,CHFL,all,agegroup_sti,all,948,NA,11.12,5965,11.21,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M07,month,CHFL,CHFL,all,agegroup_sti,all,1039,NA,12.02,7004,11.74,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M08,month,CHFL,CHFL,all,agegroup_sti,all,1076,NA,12.45,8080,11.67,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M09,month,CHFL,CHFL,all,agegroup_sti,all,1106,NA,12.79,9186,12.42,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M10,month,CHFL,CHFL,all,agegroup_sti,all,1146,NA,13.26,10332,12.83,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M11,month,CHFL,CHFL,all,agegroup_sti,all,1141,NA,13.2,11473,13.08,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2019-M12,month,CHFL,CHFL,all,agegroup_sti,all,936,NA,10.83,12409,12.43,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M01,month,CHFL,CHFL,all,agegroup_sti,all,1192,NA,13.69,1192,12.57,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M02,month,CHFL,CHFL,all,agegroup_sti,all,1011,NA,11.61,2203,12.04,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M03,month,CHFL,CHFL,all,agegroup_sti,all,1066,NA,12.51,3104,11.88,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M04,month,CHFL,CHFL,all,agegroup_sti,all,983,NA,11.62,3959,11.03,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M05,month,CHFL,CHFL,all,agegroup_sti,all,1096,NA,12.68,5055,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M06,month,CHFL,CHFL,all,agegroup_sti,all,1008,NA,11.57,5965,11.21,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M07,month,CHFL,CHFL,all,agegroup_sti,all,1039,NA,12.02,7004,11.74,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M08,month,CHFL,CHFL,all,agegroup_sti,all,1076,NA,12.45,8080,11.67,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M09,month,CHFL,CHFL,all,agegroup_sti,all,1162,NA,13.34,9186,12.42,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2020-M10,month,CHFL,CHFL,all,agegroup_sti,all,1146,NA,13.26,10332,12.83,NA,NA,NA,NA,NA,NA,NA,TRUE
