valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,incValueMean3m,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
max_value_5y,2022-M05,month,CHFL,CHFL,all,agegroup_sti,all,484,NA,5.47,2105,5,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M06,month,CHFL,CHFL,all,agegroup_sti,all,474,NA,5.35,2579,5.07,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M07,month,CHFL,CHFL,all,agegroup_sti,all,381,NA,4.3,2960,5.04,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M08,month,CHFL,CHFL,all,agegroup_sti,all,415,NA,4.69,3375,4.78,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M09,month,CHFL,CHFL,all,agegroup_sti,all,453,NA,5.12,3828,4.7,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M10,month,CHFL,CHFL,all,agegroup_sti,all,408,NA,4.65,4212,4.72,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M11,month,CHFL,CHFL,all,agegroup_sti,all,517,NA,5.84,4729,5.1,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2022-M12,month,CHFL,CHFL,all,agegroup_sti,all,398,NA,4.49,5127,4.89,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M01,month,CHFL,CHFL,all,agegroup_sti,all,448,NA,4.98,448,5.1,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M02,month,CHFL,CHFL,all,agegroup_sti,all,481,NA,5.34,929,4.94,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M03,month,CHFL,CHFL,all,agegroup_sti,all,454,NA,5.13,1351,5,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M04,month,CHFL,CHFL,all,agegroup_sti,all,390,NA,4.4,1719,4.74,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M05,month,CHFL,CHFL,all,agegroup_sti,all,489,NA,5.47,2208,5,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M06,month,CHFL,CHFL,all,agegroup_sti,all,568,NA,6.31,2776,5.28,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M07,month,CHFL,CHFL,all,agegroup_sti,all,555,NA,6.17,3331,5.97,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M08,month,CHFL,CHFL,all,agegroup_sti,all,612,NA,6.8,3943,6.43,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M09,month,CHFL,CHFL,all,agegroup_sti,all,500,NA,5.55,4443,6.17,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M10,month,CHFL,CHFL,all,agegroup_sti,all,549,NA,6.1,4992,6.15,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M11,month,CHFL,CHFL,all,agegroup_sti,all,601,NA,6.68,5593,6.11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2023-M12,month,CHFL,CHFL,all,agegroup_sti,all,498,NA,5.53,6091,6.1,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M01,month,CHFL,CHFL,all,agegroup_sti,all,572,NA,6.29,572,6.17,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M02,month,CHFL,CHFL,all,agegroup_sti,all,559,NA,6.15,1131,5.99,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M03,month,CHFL,CHFL,all,agegroup_sti,all,486,NA,5.35,1617,5.93,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M04,month,CHFL,CHFL,all,agegroup_sti,all,505,NA,5.55,2122,5.68,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M05,month,CHFL,CHFL,all,agegroup_sti,all,566,NA,6.23,2688,5.71,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M06,month,CHFL,CHFL,all,agegroup_sti,all,568,NA,6.31,3217,5.87,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M07,month,CHFL,CHFL,all,agegroup_sti,all,580,NA,6.38,3797,6.14,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M08,month,CHFL,CHFL,all,agegroup_sti,all,612,NA,6.8,4387,6.43,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M09,month,CHFL,CHFL,all,agegroup_sti,all,608,NA,6.69,4995,6.52,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M10,month,CHFL,CHFL,all,agegroup_sti,all,635,NA,6.98,5630,6.72,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M11,month,CHFL,CHFL,all,agegroup_sti,all,703,NA,7.73,6333,7.13,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2024-M12,month,CHFL,CHFL,all,agegroup_sti,all,534,NA,5.87,6867,6.86,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M01,month,CHFL,CHFL,all,agegroup_sti,all,585,NA,6.43,585,6.68,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M02,month,CHFL,CHFL,all,agegroup_sti,all,559,NA,6.15,1131,5.99,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M03,month,CHFL,CHFL,all,agegroup_sti,all,486,NA,5.35,1617,5.93,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M04,month,CHFL,CHFL,all,agegroup_sti,all,516,NA,5.68,2122,5.68,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M05,month,CHFL,CHFL,all,agegroup_sti,all,620,NA,6.82,2690,5.93,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M06,month,CHFL,CHFL,all,agegroup_sti,all,568,NA,6.31,3217,6.05,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M07,month,CHFL,CHFL,all,agegroup_sti,all,650,NA,7.15,3855,6.54,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M08,month,CHFL,CHFL,all,agegroup_sti,all,645,NA,7.09,4500,6.63,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M09,month,CHFL,CHFL,all,agegroup_sti,all,653,NA,7.18,5153,7.14,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M10,month,CHFL,CHFL,all,agegroup_sti,all,635,NA,6.98,5744,6.92,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M11,month,CHFL,CHFL,all,agegroup_sti,all,703,NA,7.73,6333,7.13,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2025-M12,month,CHFL,CHFL,all,agegroup_sti,all,588,NA,6.47,6894,6.86,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2026-M01,month,CHFL,CHFL,all,agegroup_sti,all,655,NA,7.2,655,6.68,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2026-M02,month,CHFL,CHFL,all,agegroup_sti,all,559,NA,6.15,1174,6.46,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2026-M03,month,CHFL,CHFL,all,agegroup_sti,all,543,NA,5.97,1717,6.29,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_5y,2026-M04,month,CHFL,CHFL,all,agegroup_sti,all,516,NA,5.68,2229,5.77,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,CH,country,all,agegroup_sti,all,1660,8139631,20.39,NA,NA,NA,NA,99.9,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_sti,all,1661,8176573,20.31,NA,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2013,year,FL,country,all,agegroup_sti,all,1,36942,2.71,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2013,year,espace_mittelland,grossregion,all,agegroup_sti,all,203,1808480,11.22,NA,NA,NA,NA,12.2,NA,NA,NA,NA,TRUE
cases,2013,year,nordwestschweiz,grossregion,all,agegroup_sti,all,181,1104353,16.39,NA,NA,NA,NA,10.9,NA,NA,NA,NA,TRUE
cases,2013,year,ostschweiz,grossregion,all,agegroup_sti,all,128,1134781,11.28,NA,NA,NA,NA,7.7,NA,NA,NA,NA,TRUE
cases,2013,year,région_lémanique,grossregion,all,agegroup_sti,all,462,1545817,29.89,NA,NA,NA,NA,27.8,NA,NA,NA,NA,TRUE
cases,2013,year,ticino,grossregion,all,agegroup_sti,all,40,346539,11.54,NA,NA,NA,NA,2.4,NA,NA,NA,NA,TRUE
cases,2013,year,zentralschweiz,grossregion,all,agegroup_sti,all,157,774123,20.28,NA,NA,NA,NA,9.5,NA,NA,NA,NA,TRUE
cases,2013,year,zürich,grossregion,all,agegroup_sti,all,489,1425538,34.3,NA,NA,NA,NA,29.5,NA,NA,NA,NA,TRUE
cases,2014,year,CH,country,all,agegroup_sti,all,1589,8237666,19.29,NA,NA,NA,NA,99.8,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_sti,all,1592,8274608,19.24,NA,NA,NA,NA,100,-69,-1.07,-5.3,NA,TRUE
cases,2014,year,FL,country,all,agegroup_sti,all,3,36942,8.12,NA,NA,NA,NA,0.2,NA,NA,NA,NA,TRUE
cases,2014,year,espace_mittelland,grossregion,all,agegroup_sti,all,223,1826251,12.21,NA,NA,NA,NA,14,NA,NA,NA,NA,TRUE
cases,2014,year,nordwestschweiz,grossregion,all,agegroup_sti,all,217,1117158,19.42,NA,NA,NA,NA,13.7,NA,NA,NA,NA,TRUE
cases,2014,year,ostschweiz,grossregion,all,agegroup_sti,all,128,1144572,11.18,NA,NA,NA,NA,8.1,NA,NA,NA,NA,TRUE
cases,2014,year,région_lémanique,grossregion,all,agegroup_sti,all,355,1570594,22.6,NA,NA,NA,NA,22.3,NA,NA,NA,NA,TRUE
cases,2014,year,ticino,grossregion,all,agegroup_sti,all,61,350363,17.41,NA,NA,NA,NA,3.8,NA,NA,NA,NA,TRUE
cases,2014,year,zentralschweiz,grossregion,all,agegroup_sti,all,161,782374,20.58,NA,NA,NA,NA,10.1,NA,NA,NA,NA,TRUE
cases,2014,year,zürich,grossregion,all,agegroup_sti,all,444,1446354,30.7,NA,NA,NA,NA,27.9,NA,NA,NA,NA,TRUE
cases,2015,year,CH,country,all,agegroup_sti,all,2025,8325194,24.32,NA,NA,1758,NA,99.9,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_sti,all,2027,8362816,24.24,NA,NA,1760,NA,100,435,5,26,NA,TRUE
cases,2015,year,FL,country,all,agegroup_sti,all,2,37622,5.32,NA,NA,2,NA,0.1,NA,NA,NA,NA,TRUE
cases,2015,year,espace_mittelland,grossregion,all,agegroup_sti,all,230,1841805,12.49,NA,NA,218.7,NA,11.4,NA,NA,NA,NA,TRUE
cases,2015,year,nordwestschweiz,grossregion,all,agegroup_sti,all,346,1128455,30.66,NA,NA,248,NA,17.1,NA,NA,NA,NA,TRUE
cases,2015,year,ostschweiz,grossregion,all,agegroup_sti,all,160,1153315,13.87,NA,NA,138.7,NA,7.9,NA,NA,NA,NA,TRUE
cases,2015,year,région_lémanique,grossregion,all,agegroup_sti,all,438,1593306,27.49,NA,NA,418.3,NA,21.6,NA,NA,NA,NA,TRUE
cases,2015,year,ticino,grossregion,all,agegroup_sti,all,35,351894,9.95,NA,NA,45.3,NA,1.7,NA,NA,NA,NA,TRUE
cases,2015,year,zentralschweiz,grossregion,all,agegroup_sti,all,159,790343,20.12,NA,NA,159,NA,7.9,NA,NA,NA,NA,TRUE
cases,2015,year,zürich,grossregion,all,agegroup_sti,all,657,1466076,44.81,NA,NA,530,NA,32.4,NA,NA,NA,NA,TRUE
cases,2016,year,CH,country,all,agegroup_sti,all,2478,8419550,29.43,NA,NA,2030.7,NA,99.7,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_sti,all,2485,8457360,29.38,NA,NA,2034.7,rising,100,458,5.14,21.2,NA,TRUE
cases,2016,year,FL,country,all,agegroup_sti,all,7,37810,18.51,NA,NA,4,NA,0.3,NA,NA,NA,NA,TRUE
cases,2016,year,espace_mittelland,grossregion,all,agegroup_sti,all,354,1859557,19.04,NA,NA,269,NA,14.3,NA,NA,NA,NA,TRUE
cases,2016,year,nordwestschweiz,grossregion,all,agegroup_sti,all,340,1142156,29.77,NA,NA,301,NA,13.7,NA,NA,NA,NA,TRUE
cases,2016,year,ostschweiz,grossregion,all,agegroup_sti,all,186,1162684,16,NA,NA,158,NA,7.5,NA,NA,NA,NA,TRUE
cases,2016,year,région_lémanique,grossregion,all,agegroup_sti,all,530,1613522,32.85,NA,NA,441,NA,21.4,NA,NA,NA,NA,TRUE
cases,2016,year,ticino,grossregion,all,agegroup_sti,all,54,354375,15.24,NA,NA,50,NA,2.2,NA,NA,NA,NA,TRUE
cases,2016,year,zentralschweiz,grossregion,all,agegroup_sti,all,191,799287,23.9,NA,NA,170.3,NA,7.7,NA,NA,NA,NA,TRUE
cases,2016,year,zürich,grossregion,all,agegroup_sti,all,823,1487969,55.31,NA,NA,641.3,NA,33.2,NA,NA,NA,NA,TRUE
cases,2017,year,CH,country,all,agegroup_sti,all,2556,8484130,30.13,NA,NA,2353,NA,99.9,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_sti,all,2559,8522244,30.03,NA,NA,2357,rising,100,74,0.65,2.2,2064.8,TRUE
cases,2017,year,FL,country,all,agegroup_sti,all,3,38114,7.87,NA,NA,4,NA,0.1,NA,NA,NA,NA,TRUE
cases,2017,year,espace_mittelland,grossregion,all,agegroup_sti,all,334,1868886,17.87,NA,NA,306,NA,13.1,NA,NA,NA,NA,TRUE
cases,2017,year,nordwestschweiz,grossregion,all,agegroup_sti,all,282,1151919,24.48,NA,NA,322.7,NA,11,NA,NA,NA,NA,TRUE
cases,2017,year,ostschweiz,grossregion,all,agegroup_sti,all,183,1169358,15.65,NA,NA,176.3,NA,7.2,NA,NA,NA,NA,TRUE
cases,2017,year,région_lémanique,grossregion,all,agegroup_sti,all,671,1629841,41.17,NA,NA,546.3,NA,26.3,NA,NA,NA,NA,TRUE
cases,2017,year,ticino,grossregion,all,agegroup_sti,all,67,353709,18.94,NA,NA,52,NA,2.6,NA,NA,NA,NA,TRUE
cases,2017,year,unknown,grossregion,all,agegroup_sti,all,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2017,year,zentralschweiz,grossregion,all,agegroup_sti,all,180,806071,22.33,NA,NA,176.7,NA,7,NA,NA,NA,NA,TRUE
cases,2017,year,zürich,grossregion,all,agegroup_sti,all,838,1504346,55.71,NA,NA,772.7,NA,32.8,NA,NA,NA,NA,TRUE
cases,2018,year,CH,country,all,agegroup_sti,all,2893,8544527,33.86,NA,NA,2642.3,NA,99.7,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_sti,all,2901,8582905,33.8,NA,NA,2648.3,rising,100,342,3.77,12.6,2312.8,TRUE
cases,2018,year,FL,country,all,agegroup_sti,all,8,38378,20.85,NA,NA,6,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,espace_mittelland,grossregion,all,agegroup_sti,all,372,1877154,19.82,NA,NA,353.3,NA,12.9,NA,NA,NA,NA,TRUE
cases,2018,year,nordwestschweiz,grossregion,all,agegroup_sti,all,315,1161105,27.13,NA,NA,312.3,NA,10.9,NA,NA,NA,NA,TRUE
cases,2018,year,ostschweiz,grossregion,all,agegroup_sti,all,203,1176321,17.26,NA,NA,190.7,NA,7,NA,NA,NA,NA,TRUE
cases,2018,year,région_lémanique,grossregion,all,agegroup_sti,all,644,1642580,39.21,NA,NA,615,NA,22.3,NA,NA,NA,NA,TRUE
cases,2018,year,ticino,grossregion,all,agegroup_sti,all,86,353343,24.34,NA,NA,69,NA,3,NA,NA,NA,NA,TRUE
cases,2018,year,zentralschweiz,grossregion,all,agegroup_sti,all,196,813056,24.11,NA,NA,189,NA,6.8,NA,NA,NA,NA,TRUE
cases,2018,year,zürich,grossregion,all,agegroup_sti,all,1077,1520968,70.81,NA,NA,912.7,NA,37.2,NA,NA,NA,NA,TRUE
cases,2019,year,CH,country,all,agegroup_sti,all,3936,8606033,45.74,NA,NA,3128.3,NA,99.8,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_sti,all,3942,8644780,45.6,NA,NA,3134,rising,100,1041,11.8,34.9,2782.8,TRUE
cases,2019,year,FL,country,all,agegroup_sti,all,6,38747,15.49,NA,NA,5.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2019,year,espace_mittelland,grossregion,all,agegroup_sti,all,513,1886584,27.19,NA,NA,406.3,NA,13,NA,NA,NA,NA,TRUE
cases,2019,year,nordwestschweiz,grossregion,all,agegroup_sti,all,497,1171157,42.44,NA,NA,364.7,NA,12.6,NA,NA,NA,NA,TRUE
cases,2019,year,ostschweiz,grossregion,all,agegroup_sti,all,315,1183813,26.61,NA,NA,233.7,NA,8,NA,NA,NA,NA,TRUE
cases,2019,year,région_lémanique,grossregion,all,agegroup_sti,all,780,1654751,47.14,NA,NA,698.3,NA,19.8,NA,NA,NA,NA,TRUE
cases,2019,year,ticino,grossregion,all,agegroup_sti,all,110,351491,31.3,NA,NA,87.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2019,year,zentralschweiz,grossregion,all,agegroup_sti,all,260,818962,31.75,NA,NA,212,NA,6.6,NA,NA,NA,NA,TRUE
cases,2019,year,zürich,grossregion,all,agegroup_sti,all,1461,1539275,94.91,NA,NA,1125.3,NA,37.1,NA,NA,NA,NA,TRUE
cases,2020,year,CH,country,all,agegroup_sti,all,3436,8670300,39.63,NA,NA,3421.7,NA,99.9,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_sti,all,3440,8709355,39.5,NA,NA,3427.7,rising,100,-502,-6.1,-13.4,3065.4,TRUE
cases,2020,year,FL,country,all,agegroup_sti,all,4,39055,10.24,NA,NA,6,NA,0.1,NA,NA,NA,NA,TRUE
cases,2020,year,espace_mittelland,grossregion,all,agegroup_sti,all,505,1895693,26.64,NA,NA,463.3,NA,14.7,NA,NA,NA,NA,TRUE
cases,2020,year,nordwestschweiz,grossregion,all,agegroup_sti,all,382,1181776,32.32,NA,NA,398,NA,11.1,NA,NA,NA,NA,TRUE
cases,2020,year,ostschweiz,grossregion,all,agegroup_sti,all,226,1193069,18.94,NA,NA,248,NA,6.6,NA,NA,NA,NA,TRUE
cases,2020,year,région_lémanique,grossregion,all,agegroup_sti,all,773,1669608,46.3,NA,NA,732.3,NA,22.5,NA,NA,NA,NA,TRUE
cases,2020,year,ticino,grossregion,all,agegroup_sti,all,62,350986,17.66,NA,NA,86,NA,1.8,NA,NA,NA,NA,TRUE
cases,2020,year,unknown,grossregion,all,agegroup_sti,all,4,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2020,year,zentralschweiz,grossregion,all,agegroup_sti,all,224,825745,27.13,NA,NA,226.7,NA,6.5,NA,NA,NA,NA,TRUE
cases,2020,year,zürich,grossregion,all,agegroup_sti,all,1260,1553423,81.11,NA,NA,1266,NA,36.7,NA,NA,NA,NA,TRUE
cases,2021,year,CH,country,all,agegroup_sti,all,4083,8738791,46.72,NA,NA,3818.3,NA,99.9,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_sti,all,4088,8778099,46.57,NA,NA,3823.3,rising,100,648,7.07,17.9,3386,TRUE
cases,2021,year,FL,country,all,agegroup_sti,all,5,39308,12.72,NA,NA,5,NA,0.1,NA,NA,NA,NA,TRUE
cases,2021,year,espace_mittelland,grossregion,all,agegroup_sti,all,554,1907491,29.04,NA,NA,524,NA,13.6,NA,NA,NA,NA,TRUE
cases,2021,year,nordwestschweiz,grossregion,all,agegroup_sti,all,456,1191939,38.26,NA,NA,445,NA,11.2,NA,NA,NA,NA,TRUE
cases,2021,year,ostschweiz,grossregion,all,agegroup_sti,all,260,1203715,21.6,NA,NA,267,NA,6.4,NA,NA,NA,NA,TRUE
cases,2021,year,région_lémanique,grossregion,all,agegroup_sti,all,1145,1685625,67.93,NA,NA,899.3,NA,28,NA,NA,NA,NA,TRUE
cases,2021,year,ticino,grossregion,all,agegroup_sti,all,95,352181,26.97,NA,NA,89,NA,2.3,NA,NA,NA,NA,TRUE
cases,2021,year,unknown,grossregion,all,agegroup_sti,all,6,NA,NA,NA,NA,3.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2021,year,zentralschweiz,grossregion,all,agegroup_sti,all,234,833178,28.09,NA,NA,239.3,NA,5.7,NA,NA,NA,NA,TRUE
cases,2021,year,zürich,grossregion,all,agegroup_sti,all,1333,1564662,85.19,NA,NA,1351.3,NA,32.6,NA,NA,NA,NA,TRUE
cases,2022,year,CH,country,all,agegroup_sti,all,5117,8815385,58.05,NA,NA,4212,NA,99.8,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_sti,all,5127,8855062,57.9,NA,NA,4218.3,rising,100,1039,11.33,24.3,3899.6,TRUE
cases,2022,year,FL,country,all,agegroup_sti,all,10,39677,25.2,NA,NA,6.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2022,year,espace_mittelland,grossregion,all,agegroup_sti,all,732,1918746,38.15,NA,NA,597,NA,14.3,NA,NA,NA,NA,TRUE
cases,2022,year,nordwestschweiz,grossregion,all,agegroup_sti,all,542,1202435,45.08,NA,NA,460,NA,10.6,NA,NA,NA,NA,TRUE
cases,2022,year,ostschweiz,grossregion,all,agegroup_sti,all,370,1217015,30.4,NA,NA,285.3,NA,7.2,NA,NA,NA,NA,TRUE
cases,2022,year,région_lémanique,grossregion,all,agegroup_sti,all,1371,1701827,80.56,NA,NA,1096.3,NA,26.8,NA,NA,NA,NA,TRUE
cases,2022,year,ticino,grossregion,all,agegroup_sti,all,128,354023,36.16,NA,NA,95,NA,2.5,NA,NA,NA,NA,TRUE
cases,2022,year,unknown,grossregion,all,agegroup_sti,all,2,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,TRUE
cases,2022,year,zentralschweiz,grossregion,all,agegroup_sti,all,302,841372,35.89,NA,NA,253.3,NA,5.9,NA,NA,NA,NA,TRUE
cases,2022,year,zürich,grossregion,all,agegroup_sti,all,1670,1579967,105.7,NA,NA,1421,NA,32.6,NA,NA,NA,NA,TRUE
cases,2023,year,CH,country,all,agegroup_sti,all,6081,8962258,67.85,NA,NA,5093.7,NA,99.8,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_sti,all,6091,9002273,67.66,NA,NA,5102,rising,100,964,9.76,16.9,4537.6,TRUE
cases,2023,year,FL,country,all,agegroup_sti,all,10,40015,24.99,NA,NA,8.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2023,year,espace_mittelland,grossregion,all,agegroup_sti,all,899,1944753,46.23,NA,NA,728.3,NA,14.8,NA,NA,NA,NA,TRUE
cases,2023,year,nordwestschweiz,grossregion,all,agegroup_sti,all,631,1225762,51.48,NA,NA,543,NA,10.4,NA,NA,NA,NA,TRUE
cases,2023,year,ostschweiz,grossregion,all,agegroup_sti,all,408,1237469,32.97,NA,NA,346,NA,6.7,NA,NA,NA,NA,TRUE
cases,2023,year,région_lémanique,grossregion,all,agegroup_sti,all,1653,1736124,95.21,NA,NA,1389.7,NA,27.2,NA,NA,NA,NA,TRUE
cases,2023,year,ticino,grossregion,all,agegroup_sti,all,152,357720,42.49,NA,NA,125,NA,2.5,NA,NA,NA,NA,TRUE
cases,2023,year,zentralschweiz,grossregion,all,agegroup_sti,all,380,854922,44.45,NA,NA,305.3,NA,6.2,NA,NA,NA,NA,TRUE
cases,2023,year,zürich,grossregion,all,agegroup_sti,all,1958,1605508,121.96,NA,NA,1653.7,NA,32.2,NA,NA,NA,NA,TRUE
cases,2024,year,CH,country,all,agegroup_sti,all,6861,9051029,75.8,NA,NA,6019.7,NA,99.9,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_sti,all,6867,9091915,75.53,NA,NA,6028.3,rising,100,776,7.87,11.6,5122.6,TRUE
cases,2024,year,FL,country,all,agegroup_sti,all,6,40886,14.67,NA,NA,8.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2024,year,espace_mittelland,grossregion,all,agegroup_sti,all,970,1962040,49.44,NA,NA,867,NA,14.1,NA,NA,NA,NA,TRUE
cases,2024,year,nordwestschweiz,grossregion,all,agegroup_sti,all,790,1238515,63.79,NA,NA,654.3,NA,11.5,NA,NA,NA,NA,TRUE
cases,2024,year,ostschweiz,grossregion,all,agegroup_sti,all,561,1250159,44.87,NA,NA,446.3,NA,8.2,NA,NA,NA,NA,TRUE
cases,2024,year,région_lémanique,grossregion,all,agegroup_sti,all,1694,1757496,96.39,NA,NA,1572.7,NA,24.7,NA,NA,NA,NA,TRUE
cases,2024,year,ticino,grossregion,all,agegroup_sti,all,181,358903,50.43,NA,NA,153.7,NA,2.6,NA,NA,NA,NA,TRUE
cases,2024,year,zentralschweiz,grossregion,all,agegroup_sti,all,384,863896,44.45,NA,NA,355.3,NA,5.6,NA,NA,NA,NA,TRUE
cases,2024,year,zürich,grossregion,all,agegroup_sti,all,2281,1620020,140.8,NA,NA,1969.7,NA,33.2,NA,NA,NA,NA,TRUE
cases,2025,year,CH,country,all,agegroup_sti,all,6886,9051029,76.08,NA,NA,6609.3,NA,99.9,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_sti,all,6894,9091915,75.83,NA,NA,6617.3,rising,100,27,0.3,0.4,5813.4,TRUE
cases,2025,year,FL,country,all,agegroup_sti,all,8,40886,19.57,NA,NA,8,NA,0.1,NA,NA,NA,NA,TRUE
cases,2025,year,espace_mittelland,grossregion,all,agegroup_sti,all,1004,1962040,51.17,NA,NA,957.7,NA,14.6,NA,NA,NA,NA,TRUE
cases,2025,year,nordwestschweiz,grossregion,all,agegroup_sti,all,792,1238515,63.95,NA,NA,737.7,NA,11.5,NA,NA,NA,NA,TRUE
cases,2025,year,ostschweiz,grossregion,all,agegroup_sti,all,508,1250159,40.63,NA,NA,492.3,NA,7.4,NA,NA,NA,NA,TRUE
cases,2025,year,région_lémanique,grossregion,all,agegroup_sti,all,1723,1757496,98.04,NA,NA,1690,NA,25,NA,NA,NA,NA,TRUE
cases,2025,year,ticino,grossregion,all,agegroup_sti,all,194,358903,54.05,NA,NA,175.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2025,year,zentralschweiz,grossregion,all,agegroup_sti,all,380,863896,43.99,NA,NA,381.3,NA,5.5,NA,NA,NA,NA,TRUE
cases,2025,year,zürich,grossregion,all,agegroup_sti,all,2285,1620020,141.05,NA,NA,2174.7,NA,33.2,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,0 - 14,agegroup_sti,all,1,1217937,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,15 - 24,agegroup_sti,all,408,944634,43.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,25 - 34,agegroup_sti,all,578,1118518,51.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
