valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,testResult,testResult_type,value,pop,incValue,prct,inc14d,trend,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2023-W31,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,5,295220,1.69,1.9,2.71,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,7,357720,1.96,2.7,4.75,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,0,37931,0,0,2.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,54,845870,6.38,20.7,11.47,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,21,365844,5.74,8,10.66,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,1,132556,0.75,0.4,1.51,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,28,1605508,1.74,10.7,3.36,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,261,8962258,2.91,100,5.29,rising,NA,NA,NA,NA,TRUE
cases,2023-W31,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,261,9002273,2.9,100,5.27,rising,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,29,726894,3.99,6.5,5.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16585,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,4,56495,7.08,0.9,8.85,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,43,1063533,4.04,9.6,7.24,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,20,298837,6.69,4.5,11.04,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,21,200031,10.5,4.7,19.5,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,1,40015,2.5,0.2,2.5,stagnant,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,16,341537,4.68,3.6,6.15,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,58,524410,11.06,13,16.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,1,42056,2.38,0.2,2.38,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,3,204888,1.46,0.7,3.9,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,9,74548,12.07,2,20.12,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,16,432744,3.7,3.6,4.16,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,19,178291,10.66,4.3,15.7,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,1,45016,2.22,0.2,2.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,0,39272,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,10,535114,1.87,2.2,2.24,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,5,87111,5.74,1.1,6.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,11,286844,3.83,2.5,6.28,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,3,167403,1.79,0.7,3.58,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,10,295220,3.39,2.2,5.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,17,357720,4.75,3.8,6.71,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,0,37931,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,70,845870,8.28,15.7,14.66,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,18,365844,4.92,4,10.66,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,2,132556,1.51,0.4,2.26,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,60,1605508,3.74,13.5,5.48,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,446,8962258,4.98,99.8,7.89,rising,NA,NA,NA,NA,TRUE
cases,2023-W32,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,447,9002273,4.97,100,7.86,rising,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,43,726894,5.92,6.9,9.91,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16585,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,0,56495,0,0,7.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,67,1063533,6.3,10.7,10.34,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,16,298837,5.35,2.6,12.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,21,200031,10.5,3.4,21,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,1,40015,2.5,0.2,5,stagnant,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,11,341537,3.22,1.8,7.91,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,67,524410,12.78,10.7,23.84,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,1,42056,2.38,0.2,4.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,12,204888,5.86,1.9,7.32,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,13,74548,17.44,2.1,29.51,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,19,432744,4.39,3,8.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,21,178291,11.78,3.4,22.44,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,0,45016,0,0,2.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,2,39272,5.09,0.3,5.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,13,535114,2.43,2.1,4.3,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,4,87111,4.59,0.6,10.33,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,8,286844,2.79,1.3,6.62,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,3,167403,1.79,0.5,3.58,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,8,295220,2.71,1.3,6.1,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,40,357720,11.18,6.4,15.93,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,0,37931,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,101,845870,11.94,16.2,20.22,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,54,365844,14.76,8.6,19.68,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,5,132556,3.77,0.8,5.28,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,96,1605508,5.98,15.4,9.72,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,625,8962258,6.97,99.8,11.95,rising,NA,NA,NA,NA,TRUE
cases,2023-W33,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,626,9002273,6.95,100,11.92,rising,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,33,726894,4.54,5,10.46,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,1,16585,6.03,0.2,6.03,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,1,56495,1.77,0.2,1.77,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,103,1063533,9.68,15.6,15.98,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,23,298837,7.7,3.5,13.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,17,200031,8.5,2.6,19,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,40015,5,0.3,7.5,stagnant,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,10,341537,2.93,1.5,6.15,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,74,524410,14.11,11.2,26.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,2,42056,4.76,0.3,7.13,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,11,204888,5.37,1.7,11.23,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,7,74548,9.39,1.1,26.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,21,432744,4.85,3.2,9.24,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,16,178291,8.97,2.4,20.75,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,3,45016,6.66,0.5,6.66,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,1,39272,2.55,0.2,7.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,16,535114,2.99,2.4,5.42,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,2,87111,2.3,0.3,6.89,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,25,286844,8.72,3.8,11.5,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,5,167403,2.99,0.8,4.78,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,9,295220,3.05,1.4,5.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,48,357720,13.42,7.3,24.6,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,0,37931,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,100,845870,11.82,15.2,23.76,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,34,365844,9.29,5.2,24.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,4,132556,3.02,0.6,6.79,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,94,1605508,5.85,14.2,11.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,660,8962258,7.36,99.7,14.34,rising,NA,NA,NA,NA,TRUE
cases,2023-W34,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,662,9002273,7.35,100,14.31,rising,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,40,726894,5.5,5.5,10.04,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,1,16585,6.03,0.1,12.06,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,1,56495,1.77,0.1,3.54,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,95,1063533,8.93,13.2,18.62,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,22,298837,7.36,3.1,15.06,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,17,200031,8.5,2.4,17,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,40015,5,0.3,10,stagnant,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,17,341537,4.98,2.4,7.91,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,86,524410,16.4,11.9,30.51,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,4,42056,9.51,0.6,14.27,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,14,204888,6.83,1.9,12.2,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,7,74548,9.39,1,18.78,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,25,432744,5.78,3.5,10.63,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,11,178291,6.17,1.5,15.14,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,5,45016,11.11,0.7,17.77,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,1,39272,2.55,0.1,5.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,19,535114,3.55,2.6,6.54,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,2,87111,2.3,0.3,4.59,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,20,286844,6.97,2.8,15.69,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,6,167403,3.58,0.8,6.57,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,16,295220,5.42,2.2,8.47,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,65,357720,18.17,9,31.59,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,2,37931,5.27,0.3,5.27,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,90,845870,10.64,12.5,22.46,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,38,365844,10.39,5.3,19.68,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,10,132556,7.54,1.4,10.56,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,107,1605508,6.66,14.8,12.52,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,721,8962258,8.04,99.7,15.41,rising,NA,NA,NA,NA,TRUE
cases,2023-W35,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,723,9002273,8.03,100,15.39,rising,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,74,726894,10.18,6.5,15.68,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,3,16585,18.09,0.3,24.12,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,3,56495,5.31,0.3,7.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,105,1063533,9.87,9.3,18.81,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,33,298837,11.04,2.9,18.4,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,32,200031,16,2.8,24.5,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,7,40015,17.49,0.6,22.49,rising,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,22,341537,6.44,1.9,11.42,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,119,524410,22.69,10.5,39.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,5,42056,11.89,0.4,21.4,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,18,204888,8.79,1.6,15.62,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,10,74548,13.41,0.9,22.8,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,33,432744,7.63,2.9,13.4,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,36,178291,20.19,3.2,26.36,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,5,45016,11.11,0.4,22.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,11,39272,28.01,1,30.56,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,38,535114,7.1,3.4,10.65,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,3,87111,3.44,0.3,5.74,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,29,286844,10.11,2.6,17.08,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,12,167403,7.17,1.1,10.75,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,23,295220,7.79,2,13.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,74,357720,20.69,6.5,38.86,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,2,37931,5.27,0.2,10.55,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,174,845870,20.57,15.4,31.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,83,365844,22.69,7.3,33.07,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,11,132556,8.3,1,15.84,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,175,1605508,10.9,15.4,17.56,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,1133,8962258,12.64,99.4,20.69,rising,NA,NA,NA,NA,TRUE
cases,2023-W36,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,1140,9002273,12.66,100,20.69,rising,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,51,726894,7.02,5.4,17.2,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,2,16585,12.06,0.2,30.15,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,7,56495,12.39,0.7,17.7,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,86,1063533,8.09,9.1,17.96,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,33,298837,11.04,3.5,22.09,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,24,200031,12,2.5,28,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,40015,5,0.2,22.49,stagnant,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,20,341537,5.86,2.1,12.3,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,112,524410,21.36,11.9,44.05,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,5,42056,11.89,0.5,23.78,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,22,204888,10.74,2.3,19.52,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,6,74548,8.05,0.6,21.46,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,39,432744,9.01,4.1,16.64,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,25,178291,14.02,2.7,34.21,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,6,45016,13.33,0.6,24.44,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,0,39272,0,0,28.01,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,20,535114,3.74,2.1,10.84,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,4,87111,4.59,0.4,8.04,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,25,286844,8.72,2.7,18.83,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,6,167403,3.58,0.6,10.75,NA,NA,NA,NA,NA,TRUE
cases,2023-W37,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,23,295220,7.79,2.4,15.58,NA,NA,NA,NA,NA,TRUE
