valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,testResult,testResult_type,value,pop,incValue,prct,inc14d,trend,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2020-W27,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,2,55309,3.62,0.3,9.04,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,29,1043132,2.78,4.3,4.03,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,12,290969,4.12,1.8,7.22,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,7,196735,3.56,1,3.56,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,39055,5.12,0.3,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,32,325496,9.83,4.7,17.2,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,25,506343,4.94,3.7,7.5,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,0,40851,0,0,2.45,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,2,200096,1,0.3,4,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,26,73709,35.27,3.8,48.84,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,17,416347,4.08,2.5,6.24,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,4,175894,2.27,0.6,3.98,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,0,43520,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,1,38108,2.62,0.1,5.25,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,46,514504,8.94,6.7,12.24,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,2,83107,2.41,0.3,4.81,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,13,277462,4.69,1.9,7.57,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,22,162157,13.57,3.2,23.43,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,9,282909,3.18,1.3,6.36,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,25,350986,7.12,3.7,7.69,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,10,36819,27.16,1.5,32.59,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,92,814762,11.29,13.5,17.06,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,27,348503,7.75,4,19.23,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,15,128794,11.65,2.2,17.08,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,199,1553423,12.81,29.2,17.96,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,682,8670300,7.87,99.7,12.01,rising,NA,NA,NA,NA,TRUE
cases,2020-W27,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,684,8709355,7.85,100,11.98,rising,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,56,694072,8.07,8.8,17.43,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,3,55309,5.42,0.5,9.04,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,39,1043132,3.74,6.1,6.52,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,23,290969,7.9,3.6,12.03,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,19,196735,9.66,3,13.22,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,0,39055,0,0,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,22,325496,6.76,3.5,16.59,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,42,506343,8.29,6.6,13.23,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,2,40851,4.9,0.3,4.9,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,9,200096,4.5,1.4,5.5,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,12,73709,16.28,1.9,51.55,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,22,416347,5.28,3.5,9.37,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,4,175894,2.27,0.6,4.55,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,2,43520,4.6,0.3,4.6,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,4,38108,10.5,0.6,13.12,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,36,514504,7,5.7,15.94,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,7,83107,8.42,1.1,10.83,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,20,277462,7.21,3.1,11.89,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,18,162157,11.1,2.8,24.67,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,8,282909,2.83,1.3,6.01,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,25,350986,7.12,3.9,14.25,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,4,36819,10.86,0.6,38.02,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,88,814762,10.8,13.8,22.09,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,17,348503,4.88,2.7,12.63,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,12,128794,9.32,1.9,20.96,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,142,1553423,9.14,22.3,21.95,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,636,8670300,7.34,100,15.2,rising,NA,NA,NA,NA,TRUE
cases,2020-W28,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,636,8709355,7.3,100,15.16,rising,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,72,694072,10.37,10.1,18.44,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,1,55309,1.81,0.1,7.23,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,54,1043132,5.18,7.6,8.92,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,10,290969,3.44,1.4,11.34,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,15,196735,7.62,2.1,17.28,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,39055,5.12,0.3,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,31,325496,9.52,4.3,16.28,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,89,506343,17.58,12.4,25.87,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,6,40851,14.69,0.8,19.58,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,5,200096,2.5,0.7,7,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,3,73709,4.07,0.4,20.35,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,27,416347,6.48,3.8,11.77,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,10,175894,5.69,1.4,7.96,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,2,43520,4.6,0.3,9.19,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,2,38108,5.25,0.3,15.74,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,27,514504,5.25,3.8,12.24,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,9,83107,10.83,1.3,19.25,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,13,277462,4.69,1.8,11.89,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,12,162157,7.4,1.7,18.5,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,22,282909,7.78,3.1,10.6,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,33,350986,9.4,4.6,16.52,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,3,36819,8.15,0.4,19.01,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,99,814762,12.15,13.8,22.95,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,16,348503,4.59,2.2,9.47,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,10,128794,7.76,1.4,17.08,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,144,1553423,9.27,20.1,18.41,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,715,8670300,8.25,99.7,15.58,rising,NA,NA,NA,NA,TRUE
cases,2020-W29,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,717,8709355,8.23,100,15.54,rising,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,69,694072,9.94,8.4,20.31,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,1,55309,1.81,0.1,3.62,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,34,1043132,3.26,4.1,8.44,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,11,290969,3.78,1.3,7.22,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,13,196735,6.61,1.6,14.23,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,0,39055,0,0,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,19,325496,5.84,2.3,15.36,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,233,506343,46.02,28.3,63.59,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,0,40851,0,0,14.69,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,55,200096,27.49,6.7,29.99,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,0,73709,0,0,4.07,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,20,416347,4.8,2.4,11.29,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,7,175894,3.98,0.8,9.66,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,0,43520,0,0,4.6,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,1,38108,2.62,0.1,7.87,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,41,514504,7.97,5,13.22,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,5,83107,6.02,0.6,16.85,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,16,277462,5.77,1.9,10.45,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,12,162157,7.4,1.5,14.8,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,18,282909,6.36,2.2,14.14,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,12,350986,3.42,1.5,12.82,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,3,36819,8.15,0.4,16.3,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,76,814762,9.33,9.2,21.48,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,13,348503,3.73,1.6,8.32,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,12,128794,9.32,1.5,17.08,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,153,1553423,9.85,18.6,19.12,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,824,8670300,9.5,100,17.75,rising,NA,NA,NA,NA,TRUE
cases,2020-W30,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,824,8709355,9.46,100,17.69,rising,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,77,694072,11.09,6.7,21.04,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,2,55309,3.62,0.2,5.42,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,63,1043132,6.04,5.5,9.3,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,16,290969,5.5,1.4,9.28,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,32,196735,16.27,2.8,22.87,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,2,39055,5.12,0.2,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,35,325496,10.75,3,16.59,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,319,506343,63,27.6,109.02,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,4,40851,9.79,0.3,9.79,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,24,200096,11.99,2.1,39.48,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,1,73709,1.36,0.1,1.36,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,41,416347,9.85,3.5,14.65,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,14,175894,7.96,1.2,11.94,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,1,43520,2.3,0.1,2.3,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,2,38108,5.25,0.2,7.87,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,34,514504,6.61,2.9,14.58,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,15,83107,18.05,1.3,24.07,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,14,277462,5.05,1.2,10.81,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,21,162157,12.95,1.8,20.35,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,15,282909,5.3,1.3,11.66,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,20,350986,5.7,1.7,9.12,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,4,36819,10.86,0.3,19.01,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,179,814762,21.97,15.5,31.3,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,30,348503,8.61,2.6,12.34,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,21,128794,16.31,1.8,25.62,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,171,1553423,11.01,14.8,20.86,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,1155,8670300,13.32,99.8,22.83,rising,NA,NA,NA,NA,TRUE
cases,2020-W31,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,1157,8709355,13.28,100,22.75,rising,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,79,694072,11.38,7.2,22.48,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,AR,canton,all,agegroup_ili_ari,all,positive,all,1,55309,1.81,0.1,5.42,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,BE,canton,all,agegroup_ili_ari,all,positive,all,62,1043132,5.94,5.6,11.98,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,BL,canton,all,agegroup_ili_ari,all,positive,all,17,290969,5.84,1.5,11.34,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,BS,canton,all,agegroup_ili_ari,all,positive,all,22,196735,11.18,2,27.45,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,FL,country,all,agegroup_ili_ari,all,positive,all,0,39055,0,0,5.12,stagnant,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,FR,canton,all,agegroup_ili_ari,all,positive,all,33,325496,10.14,3,20.89,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,GE,canton,all,agegroup_ili_ari,all,positive,all,248,506343,48.98,22.5,111.98,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,GL,canton,all,agegroup_ili_ari,all,positive,all,4,40851,9.79,0.4,19.58,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,GR,canton,all,agegroup_ili_ari,all,positive,all,11,200096,5.5,1,17.49,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,JU,canton,all,agegroup_ili_ari,all,positive,all,3,73709,4.07,0.3,5.43,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,LU,canton,all,agegroup_ili_ari,all,positive,all,43,416347,10.33,3.9,20.18,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,NE,canton,all,agegroup_ili_ari,all,positive,all,8,175894,4.55,0.7,12.51,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,NW,canton,all,agegroup_ili_ari,all,positive,all,2,43520,4.6,0.2,6.89,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,OW,canton,all,agegroup_ili_ari,all,positive,all,2,38108,5.25,0.2,10.5,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,SG,canton,all,agegroup_ili_ari,all,positive,all,59,514504,11.47,5.4,18.08,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,SH,canton,all,agegroup_ili_ari,all,positive,all,17,83107,20.46,1.5,38.5,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,SO,canton,all,agegroup_ili_ari,all,positive,all,25,277462,9.01,2.3,14.06,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,SZ,canton,all,agegroup_ili_ari,all,positive,all,17,162157,10.48,1.5,23.43,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,TG,canton,all,agegroup_ili_ari,all,positive,all,25,282909,8.84,2.3,14.14,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,TI,canton,all,agegroup_ili_ari,all,positive,all,14,350986,3.99,1.3,9.69,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,UR,canton,all,agegroup_ili_ari,all,positive,all,0,36819,0,0,10.86,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,VD,canton,all,agegroup_ili_ari,all,positive,all,119,814762,14.61,10.8,36.58,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,VS,canton,all,agegroup_ili_ari,all,positive,all,37,348503,10.62,3.4,19.23,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,ZG,canton,all,agegroup_ili_ari,all,positive,all,10,128794,7.76,0.9,24.07,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,ZH,canton,all,agegroup_ili_ari,all,positive,all,242,1553423,15.58,22,26.59,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,unknown,canton,all,agegroup_ili_ari,all,positive,all,0,NA,NA,0,NA,NA,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,CH,country,all,agegroup_ili_ari,all,positive,all,1100,8670300,12.69,100,26.01,rising,NA,NA,NA,NA,TRUE
cases,2020-W32,iso_week,CHFL,CHFL,all,agegroup_ili_ari,all,positive,all,1100,8709355,12.63,100,25.91,rising,NA,NA,NA,NA,TRUE
cases,2020-W33,iso_week,AG,canton,all,agegroup_ili_ari,all,positive,all,120,694072,17.29,7.6,28.67,NA,NA,NA,NA,NA,TRUE
cases,2020-W33,iso_week,AI,canton,all,agegroup_ili_ari,all,positive,all,0,16293,0,0,0,NA,NA,NA,NA,NA,TRUE
